model_family,task,training_seed,checkpoint_type,std_key,subdir,run_path,model_file,model_search_dirs,clean_success,pixels_std0.08_success,atr_q90_source,recovery_label,status,sigma,n_sequences,num_noise_draws,measured_mean_R2,measured_R2_standard_error,empirical_mean_R2_over_sigma2,jvp_gaussian_trace_per_sequence,measured_to_jvp_ratio,relative_error,predicted_mean_R2,signed_remainder,absolute_remainder,absolute_remainder_over_sigma3
LeWM,Cube,3072,base,0.00,cube_lewm_20260430,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430/cube_lewm_20260430_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430'],66.66666666666667,47.0,2.2742336070066784,false,ok,0.0025,16,8,0.014879516325891018,0.0015501653687699842,2380.722612142563,1935.9205322265625,1.2297625716094966,0.22976257160949662,0.012099503326416017,0.002780012999475001,0.002780012999475001,177920.83196640003
LeWM,Cube,3072,base,0.00,cube_lewm_20260430,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430/cube_lewm_20260430_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430'],66.66666666666667,47.0,2.2742336070066784,false,ok,0.005,16,8,0.07284113019704819,0.007670898967643805,2913.6452078819275,1935.9205322265625,1.5050438070052665,0.5050438070052666,0.04839801330566407,0.02444311689138412,0.02444311689138412,195544.93513107294
LeWM,Cube,3072,base,0.00,cube_lewm_20260430,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430/cube_lewm_20260430_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430'],66.66666666666667,47.0,2.2742336070066784,false,ok,0.01,16,8,0.5109182000160217,0.04902948682463973,5109.182000160217,1935.9205322265625,2.639148619537594,1.6391486195375944,0.19359205322265627,0.31732614679336546,0.31732614679336546,317326.1467933654
LeWM,Cube,3072,base,0.00,cube_lewm_20260430,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430/cube_lewm_20260430_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_20260430'],66.66666666666667,47.0,2.2742336070066784,false,ok,0.02,16,8,5.815108299255371,0.46717391848015466,14537.770748138428,1935.9205322265625,7.509487350401767,6.509487350401767,0.7743682128906251,5.040740086364746,5.040740086364746,630092.5107955931
LeWM,Cube,3072,onset,0.03,cube_lewm_noise_0to003_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1/cube_lewm_noise_0to003_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1'],65.0,68.33333333333333,0.7240019399862586,true,ok,0.0025,16,8,0.0008031721226871014,5.6835457386773964e-05,128.50753962993622,133.26151657104492,0.9643259579852204,0.0356740420147796,0.0008328844785690307,-2.9712355881929384e-05,2.9712355881929384e-05,1901.5907764434803
LeWM,Cube,3072,onset,0.03,cube_lewm_noise_0to003_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1/cube_lewm_noise_0to003_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1'],65.0,68.33333333333333,0.7240019399862586,true,ok,0.005,16,8,0.0030473745428025723,0.00022261613473732774,121.89498171210289,133.26151657104492,0.9147050465024368,0.08529495349756326,0.003331537914276123,-0.00028416337147355074,0.00028416337147355074,2273.3069717884055
LeWM,Cube,3072,onset,0.03,cube_lewm_noise_0to003_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1/cube_lewm_noise_0to003_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1'],65.0,68.33333333333333,0.7240019399862586,true,ok,0.01,16,8,0.012143731117248535,0.0009282227645409446,121.43731117248535,133.26151657104492,0.9112706676105116,0.08872933238948846,0.013326151657104492,-0.0011824205398559568,0.0011824205398559568,1182.4205398559566
LeWM,Cube,3072,onset,0.03,cube_lewm_noise_0to003_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1/cube_lewm_noise_0to003_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to003_p1'],65.0,68.33333333333333,0.7240019399862586,true,ok,0.02,16,8,0.050296321511268616,0.0038049980565005273,125.74080377817154,133.26151657104492,0.9435642563105313,0.05643574368946874,0.05330460662841797,-0.003008285117149352,0.003008285117149352,376.03563964366896
LeWM,Cube,3072,endpoint,0.08,cube_lewm_noise_0to008_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to008_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to008_p1/cube_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to008_p1'],62.333333333333336,62.0,0.09119283847319774,false,ok,0.0025,16,8,0.000364788924343884,3.311458388409653e-05,58.36622789502144,54.81829118728638,1.0647217676963616,0.06472176769636172,0.00034261431992053986,2.2174604423344133e-05,2.2174604423344133e-05,1419.1746830940242
LeWM,Cube,3072,endpoint,0.08,cube_lewm_noise_0to008_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to008_p1,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to008_p1/cube_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-cube/ckpt/cube_lewm_noise_0to008_p1'],62.333333333333336,62.0,0.09119283847319774,false,ok,0.005,16,8,0.0013407275546342134,0.00012190693992408618,53.62910218536854,54.81829118728638,0.97830671157087,0.021693288429130007,0.0013704572796821594,-2.9729725047945984e-05,2.9729725047945984e-05,237.83780038356784
