training_seed,task,std_key,candidate_count,sharp_cert_pass_rate,sharp_cert_pass_n,sharp_cert_pass_lower95_wilson,flip_risk_upper95_from_coverage,observed_flip_rate,flip_when_sharp_cert_fail_rate,risk_coverage_aurc
3073,PushT,0.07,65,0.9200000166893005,92,0.8635352304245132,0.1364647695754868,0.009999999776482582,0.125,0.0003999999999999998
3073,PushT,0.08,8,0.9399999976158142,94,0.8881590347735402,0.11184096522645981,0.0,0.0,0.0
3073,PushT,0.08,16,0.9399999976158142,94,0.8881590347735402,0.11184096522645981,0.0,0.0,0.0
3073,PushT,0.08,32,0.9100000262260437,91,0.8515117505459098,0.14848824945409023,0.019999999552965164,0.2222222238779068,0.0008999999999999998
3073,PushT,0.08,65,0.8899999856948853,89,0.8279141735549224,0.17208582644507764,0.009999999776482582,0.09090909361839294,0.0004999999999999999
3074,PushT,0.0,8,0.1599999964237213,16,0.10878443008429016,0.8912155699157098,0.6399999856948853,0.761904776096344,0.3484555555555556
3074,PushT,0.0,16,0.10000000149011612,10,0.06071866701544723,0.9392813329845527,0.7599999904632568,0.8444444537162781,0.4986666666666667
3074,PushT,0.0,32,0.05999999865889549,6,0.0313406290627337,0.9686593709372663,0.7900000214576721,0.8404255509376526,0.5898333333333333
3074,PushT,0.0,65,0.029999999329447746,3,0.012051814249279914,0.9879481857507201,0.8899999856948853,0.9175257682800293,0.6758888888888889
3074,PushT,0.01,8,0.6100000143051147,61,0.5278853206182291,0.4721146793817709,0.23000000417232513,0.5897436141967773,0.04393333333333333
3074,PushT,0.01,16,0.5400000214576721,54,0.4580473285990473,0.5419526714009527,0.27000001072883606,0.5869565010070801,0.059088888888888885
3074,PushT,0.01,32,0.5099999904632568,51,0.4286001733304649,0.571399826669535,0.3199999928474426,0.6530612111091614,0.07654444444444444
3074,PushT,0.01,65,0.3799999952316284,38,0.3043173712737556,0.6956826287262444,0.3799999952316284,0.6129032373428345,0.11432222222222221
3074,PushT,0.02,8,0.8100000023841858,81,0.7376400476715523,0.26235995232844767,0.09000000357627869,0.4736842215061188,0.0076666666666666645
3074,PushT,0.02,16,0.7799999713897705,78,0.7049866542931574,0.29501334570684257,0.10000000149011612,0.4545454680919647,0.008666666666666666
3074,PushT,0.02,32,0.699999988079071,70,0.6201678660558755,0.3798321339441245,0.15000000596046448,0.5,0.017166666666666667
3074,PushT,0.02,65,0.6700000166893005,67,0.5890728630443055,0.4109271369556945,0.1899999976158142,0.5757575631141663,0.02645555555555555
3074,PushT,0.03,8,0.9200000166893005,92,0.8635352304245132,0.1364647695754868,0.03999999910593033,0.5,0.0015999999999999992
3074,PushT,0.03,16,0.8600000143051147,86,0.793406218062001,0.20659378193799904,0.07000000029802322,0.5,0.0034999999999999996
3074,PushT,0.03,32,0.8500000238418579,85,0.7820969631120788,0.21790303688792123,0.07999999821186066,0.5333333611488342,0.005666666666666667
3074,PushT,0.03,65,0.8299999833106995,83,0.7597233990511757,0.2402766009488243,0.07999999821186066,0.47058823704719543,0.003999999999999999
