atr_horizon_v2,atr_q90_source,atr_quantile,checkpoint_type,clean_success,clean_transition_scale_q50,horizon,model_family,model_file,model_search_dirs,n_sequences,noise_draw_aggregation,num_noise_draws,pixels_std0.08_success,radius_metric,raw_horizon_radius_quantile,recovery_label,run_path,status,std_key,stress_sigma,subdir,task,training_seed
1.1084650754928589,1.0454658513469122,0.95,onset,93.66666666666667,13.410724639892578,4,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1/tworoom_lewm_noise_0to001_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,94.0,horizon_weighted_stacked_l2_v2,9.810811996459961,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1,ok,0.01,0.08,tworoom_lewm_noise_0to001_p1,TwoRoom,3072
0.6207680106163025,1.0454658513469122,0.8,onset,93.66666666666667,13.933937072753906,8,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1/tworoom_lewm_noise_0to001_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,94.0,horizon_weighted_stacked_l2_v2,9.590426445007324,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1,ok,0.01,0.08,tworoom_lewm_noise_0to001_p1,TwoRoom,3072
0.9004882574081421,1.0454658513469122,0.9,onset,93.66666666666667,13.933937072753906,8,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1/tworoom_lewm_noise_0to001_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,94.0,horizon_weighted_stacked_l2_v2,9.82748031616211,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1,ok,0.01,0.08,tworoom_lewm_noise_0to001_p1,TwoRoom,3072
1.1199634075164795,1.0454658513469122,0.95,onset,93.66666666666667,13.933937072753906,8,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1/tworoom_lewm_noise_0to001_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,94.0,horizon_weighted_stacked_l2_v2,10.002019882202148,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1,ok,0.01,0.08,tworoom_lewm_noise_0to001_p1,TwoRoom,3072
0.10378877073526382,0.09345786316418216,0.8,endpoint,98.33333333333333,13.37933349609375,1,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,0.6661050915718079,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
0.13823732733726501,0.09345786316418216,0.9,endpoint,98.33333333333333,13.37933349609375,1,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,0.7452915906906128,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
0.14197175204753876,0.09345786316418216,0.95,endpoint,98.33333333333333,13.37933349609375,1,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,0.9242182374000549,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
0.07471100240945816,0.09345786316418216,0.8,endpoint,98.33333333333333,12.850898742675781,2,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,0.5834788680076599,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
0.09039751440286636,0.09345786316418216,0.9,endpoint,98.33333333333333,12.850898742675781,2,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,0.8382599353790283,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
0.09284854680299759,0.09345786316418216,0.95,endpoint,98.33333333333333,12.850898742675781,2,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,1.0604671239852905,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
0.09328527003526688,0.09345786316418216,0.8,endpoint,98.33333333333333,12.191370964050293,4,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,0.6468966603279114,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
0.09769034385681152,0.09345786316418216,0.9,endpoint,98.33333333333333,12.191370964050293,4,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,0.8583685755729675,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
0.09914185851812363,0.09345786316418216,0.95,endpoint,98.33333333333333,12.191370964050293,4,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,1.0779712200164795,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
0.06729141622781754,0.09345786316418216,0.8,endpoint,98.33333333333333,13.339247703552246,8,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,0.7835032343864441,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
0.09659572690725327,0.09345786316418216,0.9,endpoint,98.33333333333333,13.339247703552246,8,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,0.8653210997581482,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
0.10261891037225723,0.09345786316418216,0.95,endpoint,98.33333333333333,13.339247703552246,8,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1/tworoom_lewm_noise_0to008_p1_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1'],16,per_anchor_mean_then_checkpoint_quantile,5,97.66666666666667,horizon_weighted_stacked_l2_v2,0.9439142942428589,true,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1,ok,0.08,0.08,tworoom_lewm_noise_0to008_p1,TwoRoom,3072
