training_seed,task,std_key,sample_index,candidate_count,clean_margin,sample_max_drift,sample_mean_drift,coarse_cert_pass,cert_pass,sharp_cert_pass,sharp_cert_slack,sharp_normalized_score,top1_flip,clean_best,noisy_best
3074,TwoRoom,0.0,0,65,60.355308532714844,72.322265625,7.955117702484131,False,False,False,-51.34027862548828,1.850633978843689,False,0,0
3074,TwoRoom,0.0,1,65,57.9520149230957,335.181396484375,59.07263946533203,False,False,False,-514.3671875,9.87574291229248,True,0,2
3074,TwoRoom,0.0,2,65,261.6123046875,326.75103759765625,68.81900024414062,False,False,False,-194.80548095703125,1.7350785732269287,True,0,60
3074,TwoRoom,0.0,3,65,43.810081481933594,314.46240234375,39.10035705566406,False,False,False,-561.9711303710938,13.827439308166504,True,0,2
3074,TwoRoom,0.0,4,65,231.91229248046875,133.52468872070312,29.23948860168457,False,False,True,146.6537628173828,0.4739997982978821,False,0,0
3074,TwoRoom,0.0,5,65,47.10745620727539,349.5550231933594,75.40290069580078,False,False,False,-600.7369384765625,13.752480506896973,True,0,41
3074,TwoRoom,0.0,6,65,224.98257446289062,310.8899230957031,52.621829986572266,False,False,False,-243.65032958984375,1.772870421409607,True,0,19
3074,TwoRoom,0.0,7,65,305.5533447265625,122.35711669921875,35.73591613769531,True,True,True,166.04318237304688,0.4813976585865021,False,0,0
3074,TwoRoom,0.0,8,65,5.809015274047852,222.1514434814453,25.2589111328125,False,False,False,-147.00082397460938,22.749570846557617,True,33,0
3074,TwoRoom,0.0,9,65,68.04267120361328,335.6010437011719,34.39984893798828,False,False,False,-514.4384765625,7.534422397613525,True,0,23
3074,TwoRoom,0.0,10,65,0.06123638153076172,269.5941162109375,92.53987121582031,False,False,False,-385.5596923828125,4349.046875,True,47,15
3074,TwoRoom,0.0,11,65,216.75311279296875,260.8867492675781,86.0618667602539,False,False,False,-247.2880859375,2.1408743858337402,False,0,0
3074,TwoRoom,0.0,12,65,8.32380485534668,315.8368225097656,30.62298583984375,False,False,False,-544.3446044921875,66.39612579345703,True,0,26
