training_seed,task,std_key,sample_index,candidate_count,clean_margin,sample_max_drift,sample_mean_drift,coarse_cert_pass,cert_pass,sharp_cert_pass,sharp_cert_slack,sharp_normalized_score,top1_flip,clean_best,noisy_best
3073,PushT,0.0,0,65,34.64662551879883,439.99249267578125,267.4239501953125,False,False,False,-813.778076171875,24.487947463989258,True,0,44
3073,PushT,0.0,1,65,179.6195831298828,336.7034912109375,49.329158782958984,False,False,False,-292.88641357421875,2.6305930614471436,True,0,49
3073,PushT,0.0,2,65,193.64739990234375,331.2709045410156,57.81168746948242,False,False,False,-273.4107971191406,2.411900281906128,True,0,48
3073,PushT,0.0,3,65,9.353988647460938,296.7261962890625,141.30694580078125,False,False,False,-503.0633544921875,54.7806282043457,True,2,22
3073,PushT,0.0,4,65,136.81683349609375,396.7825927734375,47.168365478515625,False,False,False,-529.514892578125,4.870246410369873,True,0,32
3073,PushT,0.0,5,65,42.04995346069336,344.82696533203125,160.3905029296875,False,False,False,-635.8589477539062,16.12151527404785,True,0,17
3073,PushT,0.0,6,65,153.80897521972656,537.7667236328125,140.25852966308594,False,False,False,-788.9322509765625,6.129299163818359,True,0,8
3073,PushT,0.0,7,65,70.05068969726562,248.20216369628906,55.37547302246094,False,False,False,-222.39857482910156,4.174823760986328,True,0,25
3073,PushT,0.0,8,65,208.95079040527344,353.6166687011719,65.81161499023438,False,False,False,-305.39825439453125,2.4615797996520996,True,0,62
3073,PushT,0.0,9,65,310.8814697265625,435.22235107421875,31.248489379882812,False,False,False,-204.03427124023438,1.6563090085983276,True,0,50
3073,PushT,0.0,10,65,240.961181640625,475.26531982421875,61.22348403930664,False,False,False,-428.9005126953125,2.779956817626953,True,0,44
3073,PushT,0.0,11,65,215.5648193359375,340.38623046875,137.33168029785156,False,False,False,-306.2127990722656,2.42051362991333,True,0,12
3073,PushT,0.0,12,65,110.52257537841797,333.1455078125,135.78453063964844,False,False,False,-151.0550537109375,2.3667349815368652,True,0,16
3073,PushT,0.0,13,65,86.88250732421875,506.34521484375,204.48390197753906,False,False,False,-816.1856689453125,10.39413070678711,True,0,27
3073,PushT,0.0,14,65,72.33059692382812,335.16644287109375,142.52317810058594,False,False,False,-552.3033447265625,8.635818481445312,True,0,29
3073,PushT,0.0,15,65,17.289079666137695,491.8583679199219,171.3944091796875,False,False,False,-941.726318359375,55.46942901611328,True,0,5
3073,PushT,0.0,16,65,281.22076416015625,332.25836181640625,62.02554702758789,False,False,False,-221.660400390625,1.788207769393921,False,0,0
3073,PushT,0.0,17,65,66.29002380371094,385.06915283203125,109.73954010009766,False,False,False,-637.6851196289062,10.619624137878418,True,0,6
3073,PushT,0.0,18,65,332.2474365234375,405.3646240234375,108.9439926147461,False,False,False,-180.13772583007812,1.5421793460845947,True,0,60
3073,PushT,0.0,19,65,17.32017707824707,228.6678466796875,42.24462890625,False,False,False,-170.52572631835938,10.845494270324707,False,0,0
3073,PushT,0.0,20,65,297.3047790527344,492.69512939453125,123.38147735595703,False,False,False,-385.2006530761719,2.295642375946045,True,0,48
3073,PushT,0.0,21,65,139.4212646484375,451.49505615234375,127.07454681396484,False,False,False,-624.6839599609375,5.480550289154053,True,0,33
3073,PushT,0.0,22,65,83.47749328613281,308.73162841796875,38.229801177978516,False,False,False,-427.93115234375,6.126306056976318,True,0,45
3073,PushT,0.0,23,65,145.6509246826172,355.25848388671875,67.32523345947266,False,False,False,-450.8193054199219,4.095203876495361,False,0,0
3073,PushT,0.0,24,65,2.7732200622558594,343.1646728515625,129.917724609375,False,False,False,-681.12255859375,246.60711669921875,True,0,21
3073,PushT,0.0,25,65,27.852981567382812,449.6116638183594,244.07379150390625,False,False,False,-842.784912109375,31.258338928222656,True,0,60
3073,PushT,0.0,26,65,8.937685012817383,391.5096435546875,306.08203125,False,False,False,-676.0009765625,76.43194580078125,False,0,0
3073,PushT,0.0,27,65,123.15946960449219,472.8229064941406,89.69819641113281,False,False,False,-684.7909545898438,6.560197353363037,True,0,30
3073,PushT,0.0,28,65,140.14166259765625,422.6494445800781,72.48355102539062,False,False,False,-570.8573608398438,5.07343053817749,True,0,14
3073,PushT,0.0,29,65,134.4691619873047,484.813720703125,103.5263671875,False,False,False,-718.7785034179688,6.15952730178833,True,0,34
3073,PushT,0.0,30,65,85.9085464477539,419.700927734375,143.31082153320312,False,False,False,-669.1256103515625,8.788813591003418,True,0,38
3073,PushT,0.0,31,65,215.41004943847656,390.0687561035156,78.67146301269531,False,False,False,-406.90557861328125,2.8307156562805176,False,0,0
3073,PushT,0.0,32,65,34.34370803833008,479.2557373046875,251.3298797607422,False,False,False,-894.26513671875,27.0386905670166,True,0,11
3073,PushT,0.0,33,65,173.24281311035156,349.04541015625,106.07789611816406,False,False,False,-401.984375,3.255347490310669,False,0,0
3073,PushT,0.0,34,65,109.51385498046875,393.59857177734375,97.48701477050781,False,False,False,-572.3943481445312,6.226684093475342,True,0,38
3073,PushT,0.0,35,65,120.21392822265625,463.4661560058594,182.40830993652344,False,False,False,-667.2431640625,6.550465106964111,True,0,59
3073,PushT,0.0,36,65,3.5435962677001953,173.7480926513672,104.86785125732422,False,False,False,-307.96856689453125,84.36247253417969,True,0,25
3073,PushT,0.0,37,65,21.681692123413086,293.9383850097656,160.95480346679688,False,False,False,-546.618408203125,25.81285858154297,True,0,22
3073,PushT,0.0,38,65,129.49192810058594,431.4397888183594,114.97236633300781,False,False,False,-627.19921875,5.843539237976074,True,0,11
3073,PushT,0.0,39,65,144.414794921875,435.9544677734375,92.46017456054688,False,False,False,-590.999755859375,5.092376708984375,True,0,39
3073,PushT,0.0,40,65,89.11911010742188,138.51202392578125,32.572994232177734,False,False,False,-134.1695556640625,2.4861197471618652,True,0,3
3073,PushT,0.0,41,65,68.28681945800781,276.3143005371094,44.263771057128906,False,False,False,-392.62249755859375,6.749608516693115,True,0,3
3073,PushT,0.0,42,65,217.62969970703125,380.9942321777344,63.695777893066406,False,False,False,-338.4299011230469,2.555072069168091,True,0,34
3073,PushT,0.0,43,65,121.32805633544922,431.5910339355469,153.71630859375,False,False,False,-624.933349609375,6.150773048400879,True,0,49
3073,PushT,0.0,44,65,22.515602111816406,230.03564453125,81.54327392578125,False,False,False,-418.7209777832031,19.596925735473633,True,23,9
3073,PushT,0.0,45,65,12.096343994140625,143.28631591796875,61.92554473876953,False,False,False,-233.02325439453125,20.263940811157227,True,59,63
3073,PushT,0.0,46,65,180.7836151123047,398.5820007324219,65.28922271728516,False,False,False,-438.3123779296875,3.424513816833496,True,0,8
3073,PushT,0.0,47,65,104.21879577636719,421.0823974609375,79.49605560302734,False,False,False,-627.86572265625,7.024496078491211,True,0,57
3073,PushT,0.0,48,65,230.69911193847656,442.3829345703125,73.42059326171875,False,False,False,-426.8753356933594,2.850355386734009,True,0,15
3073,PushT,0.0,49,65,280.5181884765625,175.7476348876953,43.75033950805664,False,False,False,-22.196853637695312,1.0727277994155884,False,0,0
3073,PushT,0.0,50,65,189.7357177734375,307.601318359375,36.01482009887695,False,False,False,-257.591552734375,2.357633352279663,True,0,17
3073,PushT,0.0,51,65,79.93470001220703,169.5717315673828,49.179542541503906,False,False,False,-204.65066528320312,3.56022310256958,True,0,62
3073,PushT,0.0,52,65,199.30783081054688,465.7350158691406,131.05262756347656,False,False,False,-552.1012573242188,3.7700929641723633,True,0,12
3073,PushT,0.0,53,65,50.07794189453125,179.337158203125,73.18158721923828,False,False,False,-281.60919189453125,6.623417854309082,False,0,0
3073,PushT,0.0,54,65,3.485671043395996,141.39700317382812,55.012123107910156,False,False,False,-256.3460388183594,74.54281616210938,True,0,16
3073,PushT,0.0,55,65,140.08853149414062,375.17242431640625,88.44342803955078,False,False,False,-456.36920166015625,4.257719993591309,True,0,44
3073,PushT,0.0,56,65,263.11663818359375,472.15997314453125,80.77932739257812,False,False,False,-392.1274108886719,2.4903175830841064,True,0,10
3073,PushT,0.0,57,65,113.99447631835938,339.5632629394531,64.87612915039062,False,False,False,-479.8089294433594,5.209053993225098,True,0,26
3073,PushT,0.0,58,65,221.07789611816406,344.85211181640625,52.225921630859375,False,False,False,-257.150146484375,2.163165330886841,True,0,16
3073,PushT,0.0,59,65,213.91323852539062,286.5771484375,29.04292106628418,False,False,False,-160.31546020507812,1.7494415044784546,True,0,42
3073,PushT,0.0,60,65,42.88719940185547,255.06539916992188,49.338993072509766,False,False,False,-148.380615234375,4.382685661315918,True,0,37
3073,PushT,0.0,61,65,90.00541687011719,394.1225280761719,139.70309448242188,False,False,False,-629.6535034179688,7.982534408569336,True,0,28
3073,PushT,0.0,62,65,115.17489624023438,386.53887939453125,144.0902557373047,False,False,False,-561.756591796875,5.877422332763672,True,0,49
3073,PushT,0.0,63,65,0.5618381500244141,139.30331420898438,30.724451065063477,False,False,False,-112.82894897460938,201.82110595703125,True,0,44
3073,PushT,0.0,64,65,3.752735137939453,351.0098876953125,49.609779357910156,False,False,False,-37.323490142822266,9.75915813446045,True,0,51
3073,PushT,0.0,65,65,204.88697814941406,418.44964599609375,117.58323669433594,False,False,False,-449.75750732421875,3.1951491832733154,True,0,19
3073,PushT,0.0,66,65,43.058128356933594,249.09890747070312,70.7216567993164,False,False,False,-454.59326171875,11.557663917541504,True,50,21
3073,PushT,0.0,67,65,88.62444305419922,308.8311767578125,69.36604309082031,False,False,False,-417.24786376953125,5.70804500579834,True,0,5
3073,PushT,0.0,68,65,8.947563171386719,354.8600769042969,70.59010314941406,False,False,False,-691.9525146484375,78.33419036865234,True,0,58
3073,PushT,0.0,69,65,20.145980834960938,286.8945007324219,116.17704772949219,False,False,False,-522.5343017578125,26.937397003173828,True,0,1
3073,PushT,0.0,70,65,257.57843017578125,493.21856689453125,90.25873565673828,False,False,False,-457.6082458496094,2.776578187942505,True,0,15
3073,PushT,0.0,71,65,88.05452728271484,317.6167907714844,55.3507194519043,False,False,False,-459.58355712890625,6.219305992126465,True,0,29
3073,PushT,0.0,72,65,47.610382080078125,427.4494934082031,139.44178771972656,False,False,False,-745.12451171875,16.650461196899414,True,0,41
3073,PushT,0.0,73,65,5.229698181152344,417.47698974609375,200.00550842285156,False,False,False,-819.0755004882812,157.62002563476562,True,17,35
3073,PushT,0.0,74,65,29.847061157226562,262.387451171875,92.88123321533203,False,False,False,-468.28125,16.26959800720215,True,0,18
