training_seed,task,std_key,sample_index,candidate_count,clean_margin,sample_max_drift,sample_mean_drift,coarse_cert_pass,cert_pass,sharp_cert_pass,sharp_cert_slack,sharp_normalized_score,top1_flip,clean_best,noisy_best
3074,PushT,0.0,0,65,370.6569519042969,104.8477783203125,13.454938888549805,True,True,True,357.9332275390625,0.2189497947692871,False,0,0
3074,PushT,0.0,1,65,12.660743713378906,439.6659240722656,177.23797607421875,False,False,False,-864.075439453125,69.24839782714844,True,0,4
3074,PushT,0.0,2,65,227.76828002929688,383.022705078125,62.31017303466797,False,False,False,-293.4281311035156,2.2882747650146484,True,0,17
3074,PushT,0.0,3,65,72.82792663574219,271.8236389160156,55.26724624633789,False,False,False,-384.23260498046875,6.2758965492248535,True,0,2
3074,PushT,0.0,4,65,102.900390625,309.10986328125,70.20147705078125,False,False,False,-447.3802490234375,4.3677449226379395,True,0,63
3074,PushT,0.0,5,65,140.40902709960938,327.98687744140625,45.36604309082031,False,False,False,-358.1275634765625,3.5506021976470947,True,0,3
3074,PushT,0.0,6,65,18.162742614746094,240.3397216796875,85.40818786621094,False,False,False,-304.2668151855469,17.75225067138672,True,0,29
3074,PushT,0.0,7,65,130.46835327148438,391.7560119628906,84.41638946533203,False,False,False,-477.89630126953125,4.662928581237793,True,0,56
3074,PushT,0.0,8,65,226.72616577148438,292.85626220703125,20.86554527282715,False,False,False,-116.62535095214844,1.5143885612487793,True,0,22
3074,PushT,0.0,9,65,183.43287658691406,251.9820098876953,29.19503402709961,False,False,False,-145.05484008789062,1.7907789945602417,True,0,5
3074,PushT,0.0,10,65,91.07994079589844,235.4894256591797,45.36083221435547,False,False,False,-321.75140380859375,4.532626628875732,True,0,63
3074,PushT,0.0,11,65,85.26044464111328,345.5362548828125,80.16985321044922,False,False,False,-548.964599609375,7.438677787780762,True,0,62
3074,PushT,0.0,12,65,140.35874938964844,283.32818603515625,66.86827087402344,False,False,False,-294.06182861328125,3.0950732231140137,True,0,39
3074,PushT,0.0,13,65,1.4068012237548828,240.5941162109375,34.79446792602539,False,False,False,-73.3901138305664,53.16807556152344,False,0,0
3074,PushT,0.0,14,65,17.20949363708496,157.1942138671875,41.40583419799805,False,False,False,-84.06864929199219,5.885015487670898,True,0,59
3074,PushT,0.0,15,65,21.09358024597168,223.01138305664062,73.6285400390625,False,False,False,-334.076416015625,16.837825775146484,True,0,9
3074,PushT,0.0,16,65,34.81145095825195,403.82196044921875,91.30010223388672,False,False,False,-37.362449645996094,1.3515210151672363,False,55,55
3074,PushT,0.0,17,65,0.4760770797729492,163.25167846679688,86.74201965332031,False,False,False,-280.41790771484375,539.2259521484375,True,29,41
3074,PushT,0.0,18,65,338.8503112792969,375.0589904785156,33.23160934448242,False,False,False,-38.24639892578125,1.1128710508346558,True,0,29
3074,PushT,0.0,19,65,177.0920867919922,338.072509765625,64.51254272460938,False,False,False,-309.75628662109375,2.7491254806518555,True,0,48
3074,PushT,0.0,20,65,58.49687957763672,260.77398681640625,78.14332580566406,False,False,False,-394.0284118652344,7.276306629180908,True,0,9
3074,PushT,0.0,21,65,262.95269775390625,317.4853515625,57.938377380371094,False,False,False,-157.60430908203125,1.5993636846542358,True,0,49
3074,PushT,0.0,22,65,282.0653381347656,369.04510498046875,60.64008331298828,False,False,False,-148.14572143554688,1.5252177715301514,True,0,51
3074,PushT,0.0,23,65,292.8675537109375,284.8621826171875,35.37696075439453,False,False,False,-120.60092163085938,1.3920129537582397,True,0,35
3074,PushT,0.0,24,65,225.84732055664062,451.2992248535156,50.61228561401367,False,False,False,-414.6126708984375,2.8358094692230225,True,0,54
3074,PushT,0.0,25,65,180.62359619140625,295.4337158203125,101.4721450805664,False,False,False,-260.44122314453125,2.4419002532958984,True,0,30
3074,PushT,0.0,26,65,165.75015258789062,197.45547485351562,34.617733001708984,False,False,False,-70.41950988769531,1.4248533248901367,False,0,0
3074,PushT,0.0,27,65,42.333595275878906,38.95849609375,16.401290893554688,False,False,True,4.668445587158203,0.889722466468811,False,0,0
3074,PushT,0.0,28,65,175.39430236816406,352.35028076171875,49.123512268066406,False,False,False,-356.12591552734375,2.7843990325927734,True,0,30
3074,PushT,0.0,29,65,339.13836669921875,447.16876220703125,28.911911010742188,False,False,False,-207.8775634765625,1.6049481630325317,True,0,49
3074,PushT,0.0,30,65,203.50514221191406,274.0692443847656,66.48311614990234,False,False,False,-133.72427368164062,1.6571052074432373,True,0,12
3074,PushT,0.0,31,65,84.54280090332031,191.65834045410156,50.918426513671875,False,False,False,-231.88194274902344,3.6703367233276367,True,0,49
3074,PushT,0.0,32,65,181.7942352294922,350.77239990234375,67.15265655517578,False,False,False,-378.10955810546875,3.079876661300659,True,0,27
3074,PushT,0.0,33,65,9.052276611328125,226.57040405273438,72.26715850830078,False,False,False,-325.86663818359375,17.39127540588379,True,38,0
3074,PushT,0.0,34,65,9.083488464355469,216.2525177001953,63.91629409790039,False,False,False,-87.28267669677734,10.608938217163086,True,17,12
3074,PushT,0.0,35,65,53.77723693847656,158.9436492919922,23.894453048706055,False,False,False,-110.1352310180664,3.047989845275879,True,0,61
3074,PushT,0.0,36,65,368.0776672363281,53.279388427734375,20.680776596069336,True,True,True,319.2815246582031,0.13257022202014923,False,0,0
3074,PushT,0.0,37,65,156.8052978515625,312.2629089355469,26.979116439819336,False,False,False,-325.7953186035156,3.0777060985565186,True,0,28
3074,PushT,0.0,38,65,85.21819305419922,331.22430419921875,44.284645080566406,False,False,False,-300.29656982421875,4.523855209350586,True,0,10
3074,PushT,0.0,39,65,139.33096313476562,268.6167907714844,53.86668014526367,False,False,False,-300.1653747558594,3.0275840759277344,True,0,5
3074,PushT,0.0,40,65,5.33445930480957,129.42208862304688,17.99528694152832,False,False,False,-85.71406555175781,3.0365583896636963,False,0,0
3074,PushT,0.0,41,65,55.569339752197266,327.5462951660156,57.47515869140625,False,False,False,-537.270751953125,10.668474197387695,True,0,6
3074,PushT,0.0,42,65,68.2525634765625,249.64111328125,56.45063018798828,False,False,False,-349.77972412109375,6.12478494644165,True,0,14
3074,PushT,0.0,43,65,3.630093574523926,211.75668334960938,37.98566818237305,False,False,False,-62.46161651611328,12.880704879760742,False,0,0
3074,PushT,0.0,44,65,265.0647888183594,357.64373779296875,54.06337356567383,False,False,False,-164.85922241210938,1.570805549621582,True,0,22
3074,PushT,0.0,45,65,280.27001953125,423.60040283203125,45.63770294189453,False,False,False,-295.876953125,2.05568528175354,True,0,5
3074,PushT,0.0,46,65,190.06936645507812,272.407958984375,29.17156410217285,False,False,False,-128.3019561767578,1.6750271320343018,True,0,14
3074,PushT,0.0,47,65,220.65208435058594,267.9032287597656,32.66348648071289,False,False,False,-109.29698181152344,1.4953362941741943,True,0,2
3074,PushT,0.0,48,65,92.54095458984375,405.4423522949219,116.21966552734375,False,False,False,-584.9434204101562,7.236960411071777,True,0,36
3074,PushT,0.0,49,65,190.15762329101562,313.5038757324219,62.07037353515625,False,False,False,-256.3568115234375,2.348128080368042,True,0,39
3074,PushT,0.0,50,65,220.82606506347656,201.455078125,26.47168731689453,False,False,False,-27.684173583984375,1.1049166917800903,True,0,15
3074,PushT,0.0,51,65,224.70053100585938,332.3224792480469,66.43958282470703,False,False,False,-307.17425537109375,2.3670384883880615,True,0,3
