training_seed,task,std_key,sample_index,candidate_count,clean_margin,sample_max_drift,sample_mean_drift,coarse_cert_pass,cert_pass,sharp_cert_pass,sharp_cert_slack,sharp_normalized_score,top1_flip,clean_best,noisy_best
3072,Reacher,0.0,0,65,9.54051685333252,460.2894287109375,132.73684692382812,False,False,False,-848.15380859375,87.84281158447266,True,0,56
3072,Reacher,0.0,1,65,21.270584106445312,286.9362487792969,119.24301147460938,False,False,False,-382.87847900390625,18.947851181030273,True,0,17
3072,Reacher,0.0,2,65,5.256829738616943,275.970703125,99.33378601074219,False,False,False,-535.5535888671875,102.87767791748047,True,0,60
3072,Reacher,0.0,3,65,60.509124755859375,282.4829406738281,139.80252075195312,False,False,False,-436.856689453125,7.90526819229126,True,0,8
3072,Reacher,0.0,4,65,2.815316915512085,336.0462341308594,101.83792114257812,False,False,False,-655.6652221679688,228.51829528808594,True,0,26
3072,Reacher,0.0,5,65,6.732868671417236,229.85574340820312,71.8842544555664,False,False,False,-272.0448913574219,37.468807220458984,True,0,28
3072,Reacher,0.0,6,65,20.53612518310547,257.7799987792969,53.756229400634766,False,False,False,-355.94970703125,18.332857131958008,True,0,41
3072,Reacher,0.0,7,65,11.275505065917969,274.486328125,88.09477996826172,False,False,False,-407.9410400390625,27.436717987060547,True,0,11
3072,Reacher,0.0,8,65,298.190185546875,254.80856323242188,128.87330627441406,False,False,False,-99.01043701171875,1.287060022354126,True,0,62
3072,Reacher,0.0,9,65,13.250269889831543,347.8978271484375,117.15660858154297,False,False,False,-578.7642822265625,44.6794319152832,True,0,40
3072,Reacher,0.0,10,65,0.7627509832382202,220.10211181640625,91.98223114013672,False,False,False,-249.94790649414062,328.69268798828125,True,0,3
3072,Reacher,0.0,11,65,16.642549514770508,378.26513671875,78.30210876464844,False,False,False,-701.9829711914062,43.18001174926758,True,0,4
3072,Reacher,0.0,12,65,23.431703567504883,202.2631072998047,58.89387893676758,False,False,False,-282.4110107421875,13.05251693725586,True,0,47
