task,training_seed,evidence_split,sigma_max,sigma_eval,clean_success,stress_success,ir_raw_q90,ir_reference_raw_q90,ir_relative_q90,neg_ir_relative_q90,sr,ir_only_pass,ir_and_sr_pass,natural_sr_veto,different_state_pair_count,retention_pp,retention_ratio,exposure_good,retention_pp_centered,retention_ratio_centered,neg_ir_relative_q90_centered,sr_centered,exposure_good_centered
TwoRoom,3074,replication,0.1,0.32,97.0,96.6666666667,0.7251837849617004,2.115244150161743,0.3428369178594579,-0.3428369178594579,0.9672130346298218,False,False,False,61,-0.33333333330000414,0.9965635738835051,-3.1999999999999997,7.833333333328126,0.08157044186961715,0.0029035356242012034,0.15676227025687695,-0.13517857142857137
TwoRoom,3074,replication,0.1,0.64,97.0,60.0,2.0516414642333984,2.164813995361328,0.9477218221193918,-0.9477218221193918,0.08196720480918884,False,False,False,61,-37.0,0.6185567010309279,-6.3999999999999995,-22.91666666669687,-0.23586530396240102,-0.3146464332531606,-0.4641393218189478,-2.298035714285714
TwoRoom,3074,replication,0.2,0.08,95.3333333333,96.0,0.06270279735326767,1.7220919132232666,0.036410830845785606,-0.036410830845785606,0.9836065173149109,True,True,False,61,0.6666666666999959,1.006993006993359,-0.39999999999999997,-0.041666666659375906,-0.0007719259088959651,0.06758564692581881,0.10348360799252987,0.38696428571428587
TwoRoom,3074,replication,0.2,0.16,95.3333333333,96.0,0.13171851634979248,1.983575701713562,0.06640458251026372,-0.06640458251026372,0.9836065173149109,True,True,False,61,0.6666666666999959,1.006993006993359,-0.7999999999999999,-0.20833333332187642,-0.002468116956066191,0.0724761430153339,0.10553278587758541,0.24624999999999986
TwoRoom,3074,replication,0.2,0.32,95.3333333333,95.6666666667,0.3207342326641083,2.115244150161743,0.15162988756620988,-0.15162988756620988,0.9672130346298218,True,True,False,61,0.3333333333999917,1.0034965034972039,-1.5999999999999999,-0.16666666664687746,-0.0006935141054110749,0.07956977035069357,0.10758194141089916,-0.0351785714285715
TwoRoom,3074,replication,0.2,0.64,95.3333333333,90.3333333333,1.5979924201965332,2.164813995361328,0.7381661535913219,-0.7381661535913219,0.2786885201931,False,False,False,61,-5.0,0.9475524475524292,-3.1999999999999997,0.4166666666281298,0.003933556970373342,-0.21963156029184633,-0.31659833528101444,-0.5980357142857144
TwoRoom,3074,replication,0.3,0.08,96.3333333333,96.0,0.05810597911477089,1.7220919132232666,0.033741508608569566,-0.033741508608569566,0.9836065173149109,True,True,False,61,-0.33333333330000414,0.996539792387888,-0.26666666666666666,-0.6250000000093738,-0.0069906207090808525,0.030275453570851846,0.04610656015574932,0.020297619047619064
TwoRoom,3074,replication,0.3,0.16,96.3333333333,96.0,0.1275625228881836,1.983575701713562,0.06430937966117728,-0.06430937966117728,0.9836065173149109,True,True,False,61,-0.33333333330000414,0.996539792387888,-0.5333333333333333,-0.7916666666718744,-0.008686811756251078,0.03459183027223728,0.04815573804080486,0.012916666666666576
TwoRoom,3074,replication,0.3,0.32,96.3333333333,95.6666666667,0.26934266090393066,2.115244150161743,0.12733407672269664,-0.12733407672269664,0.9672130346298218,True,True,False,61,-0.6666666666000083,0.9930795847757761,-1.0666666666666667,-0.7499999999968754,-0.006875913021552771,0.06388606560202376,0.050204893574118614,-0.0018452380952382885
TwoRoom,3074,replication,0.3,0.64,96.3333333333,92.6666666667,1.3147097826004028,2.164813995361328,0.6073084271524054,-0.6073084271524054,0.5081967115402222,False,False,False,61,-3.6666666666000083,0.9619377162636545,-2.1333333333333333,2.1666666666781236,0.022553345486884813,-0.1287533494451129,-0.1444671917706728,-0.03136904761904802
TwoRoom,3074,replication,0.4,0.08,90.6666666667,90.6666666667,0.0739019513130188,1.7220919132232666,0.04291405745857975,-0.04291405745857975,0.9999999403953552,True,True,False,61,0.0,1.0,-0.19999999999999998,-1.374999999984377,-0.014667956348958455,-0.02784621508950308,-0.06454917974770069,-0.16303571428571428
TwoRoom,3074,replication,0.4,0.16,90.6666666667,91.0,0.14214922487735748,1.983575701713562,0.07166312067371983,-0.07166312067371983,0.9999999403953552,True,True,False,61,0.33333333330000414,1.0036764705878662,-0.39999999999999997,-1.2083333333468733,-0.012687676808262327,-0.021711030550650018,-0.06250000186264515,-0.10375000000000001
TwoRoom,3074,replication,0.4,0.32,90.6666666667,91.6666666667,0.30924084782600403,2.115244150161743,0.14619629029696538,-0.14619629029696538,0.9836065173149109,True,True,False,61,1.0,1.0110294117647018,-0.7999999999999999,-0.16666666667187435,-6.362928461645101e-05,-0.003925267782589725,-0.06045078672468662,0.01482142857142843
TwoRoom,3074,replication,0.4,0.64,90.6666666667,88.6666666667,0.8142372965812683,2.164813995361328,0.376123444474205,-0.376123444474205,0.9672130346298218,False,False,False,61,-2.0,0.9779411764705963,-1.5999999999999999,2.7500000000031246,0.027419262441837122,0.05348251342274277,0.18749996833503246,0.2519642857142854
TwoRoom,3074,replication,0.5,0.08,79.0,78.3333333333,0.09982231259346008,1.7220919132232666,0.057965728673924896,-0.057965728673924896,0.9836065173149109,True,True,False,61,-0.6666666666999959,0.9915611814341773,-0.16,-2.375000000009374,-0.027054714850129447,-0.043849917768789215,-0.06864752061665058,-0.27303571428571427
TwoRoom,3074,replication,0.5,0.16,79.0,81.3333333333,0.19563722610473633,1.983575701713562,0.09862856554238397,-0.09862856554238397,0.9836065173149109,True,True,False,61,2.333333333300004,1.0295358649784812,-0.32,0.45833333332812565,0.009223777647004328,-0.04962850688325515,-0.06659834273159504,-0.17375000000000007
