action_shuffled_h8_q90,action_shuffled_policy,action_zeroed_h8_q90,action_zeroed_policy,anchor_seed,atr_h8_q90,branch,checkpoint_sha256,clean_transition_scale_min,clean_transition_scale_zero_count,corrupt_goal,corruption_type,embedding_space,encoder_map,encoder_q90,h1_map,h1_q90,model_family,model_file,n_sequences,noise_draw_seeds,normalization,num_noise_draws,reference_atr_h8_q90,reference_atr_match,reference_checkpoint_hash_source,rollout_horizon_actual,split_name,status,std_key,stressor_family,stressor_severity,task,time_shuffled_h8_q90,time_shuffled_policy,training_family_id,training_rho,training_seed,training_seed_semantics,wall_time_per_row,clean_score,stress_score,smpr,behavior_label,joint_score,frozen_gate_pass,protocol_hash,encoder_q90_pass,h1_q90_pass,action_shuffled_h8_q90_pass,action_zeroed_h8_q90_pass,time_shuffled_h8_q90_pass,atr_h8_q90_pass,clean_score_pass,smpr_pass
2.3591506481170654,cyclic batch permutation of recorded action embeddings,1.852718472480774,raw zero actions passed through the checkpoint action encoder,9101,2.959653377532959,,a77f24029eef1401318bbdb6d7f9002719db257b9ba12902d0e5b6d02e1c03d7,0.0,1,False,gaussian_noise,normalized,last_history_embedding,2.048201084136963,first_correct_action_predictive_step,1.9658042192459106,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-pusht/ckpt/pusht_lewm_noise_0to001_p1_seed3073/pusht_lewm_noise_0to001_p1_seed3073_epoch_10_object.ckpt,100,"[10110, 18029, 25948, 33867, 41786]",same per-anchor observed-clean H8 transition q50 including history/future boundary for every baseline,5,2.959653377532959,True,checkpoint_sha256,8,E1,ok,0.01,gaussian_noise,0.08,PushT,2.603543281555176,one deterministic temporal permutation shared by clean/noisy histories,lewm_seed3073,0.01,3073,independently trained LeWM checkpoint seed,11.380682352930307,84.666667,21.666667,0.5510203838348389,False,-1.5118505526440977,False,edcb801c3da388e673c9b55d706a558aa01da7a281fc151e52e1cda566045a21,False,False,False,False,False,False,True,False
1.389638900756836,cyclic batch permutation of recorded action embeddings,1.0892850160598755,raw zero actions passed through the checkpoint action encoder,9101,1.8696117401123047,,3b4b145cf198e71ce948533f0dd98ac0bd8eea8590b63f01aa81e443853f5428,0.0,1,False,gaussian_noise,normalized,last_history_embedding,1.2585694789886475,first_correct_action_predictive_step,1.2330914735794067,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-pusht/ckpt/pusht_lewm_noise_0to002_p1_seed3073/pusht_lewm_noise_0to002_p1_seed3073_epoch_10_object.ckpt,100,"[10110, 18029, 25948, 33867, 41786]",same per-anchor observed-clean H8 transition q50 including history/future boundary for every baseline,5,1.8696117401123047,True,checkpoint_sha256,8,E1,ok,0.02,gaussian_noise,0.08,PushT,1.6659380197525024,one deterministic temporal permutation shared by clean/noisy histories,lewm_seed3073,0.02,3073,independently trained LeWM checkpoint seed,11.297217067331076,87.0,46.0,0.9489795565605164,False,-0.5867348920928204,False,edcb801c3da388e673c9b55d706a558aa01da7a281fc151e52e1cda566045a21,False,False,False,False,False,False,True,True
0.5263728499412537,cyclic batch permutation of recorded action embeddings,0.39305591583251953,raw zero actions passed through the checkpoint action encoder,9101,0.5901912450790405,,9e0067c2b03b53c946f328ce0db9e24ec35c341888d312e6c30618efb5362be6,0.0,1,False,gaussian_noise,normalized,last_history_embedding,0.4509204626083374,first_correct_action_predictive_step,0.44178467988967896,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-pusht/ckpt/pusht_lewm_noise_0to003_p1_seed3073/pusht_lewm_noise_0to003_p1_seed3073_epoch_10_object.ckpt,100,"[10110, 18029, 25948, 33867, 41786]",same per-anchor observed-clean H8 transition q50 including history/future boundary for every baseline,5,0.5901912450790405,True,checkpoint_sha256,8,E1,ok,0.03,gaussian_noise,0.08,PushT,0.4707963764667511,one deterministic temporal permutation shared by clean/noisy histories,lewm_seed3073,0.03,3073,independently trained LeWM checkpoint seed,10.140941016376019,89.666667,80.666667,1.0,True,0.051724204941913765,True,edcb801c3da388e673c9b55d706a558aa01da7a281fc151e52e1cda566045a21,True,True,True,True,True,True,True,True
0.36787930130958557,cyclic batch permutation of recorded action embeddings,0.29311975836753845,raw zero actions passed through the checkpoint action encoder,9101,0.47664955258369446,,f8e4eef1899ba583d290072793984b8c26de182810c9a101016405b3a2f41e64,0.0,1,False,gaussian_noise,normalized,last_history_embedding,0.3605253994464874,first_correct_action_predictive_step,0.31482288241386414,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-pusht/ckpt/pusht_lewm_noise_0to004_p1_seed3073/pusht_lewm_noise_0to004_p1_seed3073_epoch_10_object.ckpt,100,"[10110, 18029, 25948, 33867, 41786]",same per-anchor observed-clean H8 transition q50 including history/future boundary for every baseline,5,0.47664955258369446,True,checkpoint_sha256,8,E1,ok,0.04,gaussian_noise,0.08,PushT,0.34988516569137573,one deterministic temporal permutation shared by clean/noisy histories,lewm_seed3073,0.04,3073,independently trained LeWM checkpoint seed,10.191602488979697,88.0,86.666667,1.0,True,0.051724204941913765,True,edcb801c3da388e673c9b55d706a558aa01da7a281fc151e52e1cda566045a21,True,True,True,True,True,True,True,True
0.2943132221698761,cyclic batch permutation of recorded action embeddings,0.2439640313386917,raw zero actions passed through the checkpoint action encoder,9101,0.37396296858787537,,16affa017dbc4dae28c0229e977a96b02a5e801e113b56884cde221b8d2e803a,0.0,1,False,gaussian_noise,normalized,last_history_embedding,0.28754761815071106,first_correct_action_predictive_step,0.2760116159915924,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-pusht/ckpt/pusht_lewm_noise_0to005_p1_seed3073/pusht_lewm_noise_0to005_p1_seed3073_epoch_10_object.ckpt,100,"[10110, 18029, 25948, 33867, 41786]",same per-anchor observed-clean H8 transition q50 including history/future boundary for every baseline,5,0.37396296858787537,True,checkpoint_sha256,8,E1,ok,0.05,gaussian_noise,0.08,PushT,0.31321272253990173,one deterministic temporal permutation shared by clean/noisy histories,lewm_seed3073,0.05,3073,independently trained LeWM checkpoint seed,10.586316145956516,88.0,85.333333,1.0,True,0.051724204941913765,True,edcb801c3da388e673c9b55d706a558aa01da7a281fc151e52e1cda566045a21,True,True,True,True,True,True,True,True
0.2640770971775055,cyclic batch permutation of recorded action embeddings,0.2054063379764557,raw zero actions passed through the checkpoint action encoder,9101,0.337367445230484,,90005c3018a7d0a033080188c852a293db5f21e2f9de112fb5af087352b69eaf,0.0,1,False,gaussian_noise,normalized,last_history_embedding,0.2372211515903473,first_correct_action_predictive_step,0.22321487963199615,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-pusht/ckpt/pusht_lewm_noise_0to006_p1_seed3073/pusht_lewm_noise_0to006_p1_seed3073_epoch_10_object.ckpt,100,"[10110, 18029, 25948, 33867, 41786]",same per-anchor observed-clean H8 transition q50 including history/future boundary for every baseline,5,0.337367445230484,True,checkpoint_sha256,8,E1,ok,0.06,gaussian_noise,0.08,PushT,0.25997859239578247,one deterministic temporal permutation shared by clean/noisy histories,lewm_seed3073,0.06,3073,independently trained LeWM checkpoint seed,10.510449962690473,86.333333,86.333333,1.0,True,0.051724204941913765,True,edcb801c3da388e673c9b55d706a558aa01da7a281fc151e52e1cda566045a21,True,True,True,True,True,True,True,True
0.23355732858181,cyclic batch permutation of recorded action embeddings,0.1613888144493103,raw zero actions passed through the checkpoint action encoder,9101,0.24302105605602264,,59ab57a953c0cdc2fab12c3c66782a8a2ed208611568f80e2b3ee66a74ca441e,0.0,1,False,gaussian_noise,normalized,last_history_embedding,0.19375231862068176,first_correct_action_predictive_step,0.17682206630706787,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-pusht/ckpt/pusht_lewm_noise_0to007_p1_seed3073/pusht_lewm_noise_0to007_p1_seed3073_epoch_10_object.ckpt,100,"[10110, 18029, 25948, 33867, 41786]",same per-anchor observed-clean H8 transition q50 including history/future boundary for every baseline,5,0.24302105605602264,True,checkpoint_sha256,8,E1,ok,0.07,gaussian_noise,0.08,PushT,0.20766566693782806,one deterministic temporal permutation shared by clean/noisy histories,lewm_seed3073,0.07,3073,independently trained LeWM checkpoint seed,10.766664370894432,86.0,84.333333,1.0,True,0.051724204941913765,True,edcb801c3da388e673c9b55d706a558aa01da7a281fc151e52e1cda566045a21,True,True,True,True,True,True,True,True
0.2697562873363495,cyclic batch permutation of recorded action embeddings,0.16953779757022858,raw zero actions passed through the checkpoint action encoder,9101,0.2679559290409088,,7544ec042eb38d0609457d67abf48cd9323f69f0e8d53715194c2c2f5c51f65d,0.0,1,False,gaussian_noise,normalized,last_history_embedding,0.20134489238262177,first_correct_action_predictive_step,0.1814507246017456,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-pusht/ckpt/pusht_lewm_noise_0to008_p1_seed3073/pusht_lewm_noise_0to008_p1_seed3073_epoch_10_object.ckpt,100,"[10110, 18029, 25948, 33867, 41786]",same per-anchor observed-clean H8 transition q50 including history/future boundary for every baseline,5,0.2679559290409088,True,checkpoint_sha256,8,E1,ok,0.08,gaussian_noise,0.08,PushT,0.23331686854362488,one deterministic temporal permutation shared by clean/noisy histories,lewm_seed3073,0.08,3073,independently trained LeWM checkpoint seed,11.127380035817623,84.666667,81.0,1.0,True,0.051724204941913765,True,edcb801c3da388e673c9b55d706a558aa01da7a281fc151e52e1cda566045a21,True,True,True,True,True,True,True,True
2.806382656097412,cyclic batch permutation of recorded action embeddings,2.9008891582489014,raw zero actions passed through the checkpoint action encoder,9101,2.891860246658325,,71f1d48add14061516630735d6624b6363e4bc7516670625a93e566ee0288b99,3.781341791152954,0,False,gaussian_noise,normalized,last_history_embedding,6.255437850952148,first_correct_action_predictive_step,2.9921648502349854,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-reacher/ckpt/reacher_lewm_baseline_seed3073/reacher_lewm_baseline_seed3073_epoch_10_object.ckpt,100,"[10110, 18029, 25948, 33867, 41786]",same per-anchor observed-clean H8 transition q50 including history/future boundary for every baseline,5,2.891860246658325,True,checkpoint_sha256,8,E1,ok,0.0,gaussian_noise,0.08,Reacher,2.8717682361602783,one deterministic temporal permutation shared by clean/noisy histories,lewm_seed3073,0.0,3073,independently trained LeWM checkpoint seed,37.127939162775874,60.666667,17.666667,0.3199999928474426,False,-1.4543146889698157,False,edcb801c3da388e673c9b55d706a558aa01da7a281fc151e52e1cda566045a21,False,False,False,False,False,False,False,False
2.4709725379943848,cyclic batch permutation of recorded action embeddings,2.458282709121704,raw zero actions passed through the checkpoint action encoder,9101,2.4087700843811035,,37b65282c3ac70822c1420400cf3589e0c2c1c6d65bb28972d085c2441cbf5e5,3.88055157661438,0,False,gaussian_noise,normalized,last_history_embedding,2.9460926055908203,first_correct_action_predictive_step,2.361128807067871,LeWM,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-reacher/ckpt/reacher_lewm_noise_0to001_p1_seed3073/reacher_lewm_noise_0to001_p1_seed3073_epoch_10_object.ckpt,100,"[10110, 18029, 25948, 33867, 41786]",same per-anchor observed-clean H8 transition q50 including history/future boundary for every baseline,5,2.4087700843811035,True,checkpoint_sha256,8,E1,ok,0.01,gaussian_noise,0.08,Reacher,2.4526071548461914,one deterministic temporal permutation shared by clean/noisy histories,lewm_seed3073,0.01,3073,independently trained LeWM checkpoint seed,12.084340900182724,62.0,47.0,0.6399999856948853,False,-1.0443172547080926,False,edcb801c3da388e673c9b55d706a558aa01da7a281fc151e52e1cda566045a21,False,False,False,False,False,False,False,False
